iter	Logloss
147	0.2289772615
148	0.2289656909
149	0.2289463792
150	0.2288987606
151	0.2288803412
152	0.2288522476
153	0.2288304571
154	0.2288083465
155	0.2287869676
156	0.2287580399
157	0.2287310546
158	0.2286967701
159	0.2286692488
160	0.2286260143
161	0.2285967068
162	0.2285618604
163	0.2285381125
164	0.2285122549
165	0.2284821102
166	0.2284573782
167	0.2284394446
168	0.2284391255
169	0.2284083957
170	0.2283916541
171	0.228375055
172	0.2283494717
173	0.228331379
174	0.228308424
175	0.2282974329
176	0.2282802199
177	0.2282692635
178	0.2282506428
179	0.2282390212
180	0.2282196292
181	0.2281844883
182	0.2281676809
183	0.2281674724
184	0.2281451371
185	0.2281285805
186	0.2281054054
187	0.2281053624
188	0.2280989504
189	0.2280767192
190	0.2280589387
191	0.2280307042
192	0.2280171828
193	0.2279816153
194	0.2279639057
195	0.227949425
196	0.2279488236
197	0.2279332761
198	0.227912692
199	0.2278966118
200	0.2278801357
201	0.2278424224
202	0.2278292635
203	0.2278190195
204	0.2277869173
205	0.2277651084
206	0.2277648949
207	0.2277364162
208	0.2277196806
209	0.2276946006
210	0.2276942401
211	0.2276792827
212	0.2276568168
213	0.2276395417
214	0.2276171786
215	0.2275941971
216	0.2275698178
217	0.2275399899
218	0.2275250513
219	0.2275098779
220	0.2275098533
221	0.2275077313
222	0.2274882899
223	0.2274630192
224	0.2274432193
225	0.2274284995
226	0.22741234
227	0.2273957534
228	0.2273733564
229	0.2273650604
230	0.2273628568
231	0.2273396404
232	0.2273116133
233	0.2272990267
234	0.2272670989
235	0.2272566064
236	0.2272381482
237	0.2272298576
238	0.2272202878
239	0.2272059956
240	0.2271812644
241	0.2271682267
242	0.2271408897
243	0.2271273722
244	0.2271140372
245	0.2271014733
246	0.2270780565
247	0.2270586384
248	0.2270220137
249	0.2270066469
250	0.2269950036
251	0.2269533473
252	0.2269394597
253	0.226918692
254	0.226909867
255	0.2268980299
256	0.226874737
257	0.2268490675
258	0.2268430556
259	0.2268264898
260	0.2268072214
261	0.2267894525
262	0.2267744647
263	0.2267659453
264	0.2267400044
265	0.2267211632
266	0.2266940902
267	0.2266737826
268	0.2266536732
269	0.2266253172
270	0.2266113777
271	0.226588847
272	0.2265692499
273	0.2265562808
274	0.2265513989
275	0.226540405
276	0.226532542
277	0.2265225038
278	0.2265010544
279	0.2265009521
280	0.2264838941
281	0.2264710182
282	0.2264623212
283	0.2264339271
284	0.2264167402
285	0.2263927564
286	0.2263788601
287	0.2263587838
288	0.2263520063
289	0.226344162
290	0.2263303233
291	0.2263037512
292	0.2262909994
293	0.226280988
294	0.2262652074
295	0.2262620529
296	0.2262442139
297	0.2262266352
298	0.2262027675
299	0.2261852673
300	0.2261674038
301	0.2261584058
302	0.2261398228
303	0.226136482
304	0.2261217772
305	0.2261021188
306	0.2260831085
307	0.2260701838
308	0.2260424948
309	0.2260387888
310	0.2260295519
311	0.2260158032
312	0.2259909532
313	0.2259739208
314	0.2259566374
315	0.2259316243
316	0.2259193064
317	0.2258970225
318	0.2258862662
319	0.2258702113
320	0.2258602109
321	0.2258496443
322	0.2258292273
323	0.2258157353
324	0.2258141373
325	0.225791128
326	0.2257795371
327	0.2257719984
328	0.2257675665
329	0.2257649104
330	0.2257581782
331	0.22573133
332	0.2257223387
333	0.2257096105
334	0.2256959778
335	0.225679897
336	0.2256745761
337	0.225662609
338	0.2256432537
339	0.2256349524
340	0.2256096798
341	0.2255920686
342	0.2255647693
343	0.2255475217
344	0.225523784
345	0.225510744
346	0.2254955004
347	0.2254935748
348	0.2254723893
349	0.2254670208
350	0.2254353754
351	0.2254151855
352	0.2254063282
353	0.225395108
354	0.225376356
355	0.2253687028
356	0.22534658
357	0.225337012
358	0.2253318374
359	0.2253150936
360	0.2253008332
361	0.2252940846
362	0.2252906259
363	0.2252807417
364	0.2252589323
365	0.2252412911
366	0.2252272258
367	0.2252130938
368	0.2251927509
369	0.2251776448
370	0.2251753325
371	0.2251691954
372	0.22516284
373	0.22515162
374	0.2251335026
375	0.2251280055
376	0.2251230131
377	0.2251132324
378	0.2250894735
379	0.2250653501
380	0.225040356
381	0.2250202055
382	0.2249908462
383	0.2249835713
384	0.2249836222
385	0.224983618
386	0.2249797112
387	0.2249534139
388	0.2249348848
389	0.2249302804
390	0.2249122845
391	0.224910612
392	0.2248873996
393	0.224873665
394	0.2248626704
395	0.2248565607
396	0.2248565667
397	0.2248436433
398	0.2248373167
399	0.2248304271
400	0.2248128713
401	0.2247844078
402	0.2247643727
403	0.2247591269
404	0.2247324235
405	0.224726488
406	0.2247070051
407	0.2247015888
408	0.2246989687
409	0.2246805857
410	0.2246543528
411	0.2246504337
412	0.2246323246
413	0.2246156038
414	0.2246039286
415	0.2245991915
416	0.2245855183
417	0.2245628563
418	0.2245553359
419	0.2245447158
420	0.2245328064
421	0.2245194779
422	0.2245043257
423	0.2244838115
424	0.2244599105
425	0.2244469933
426	0.2244350633
427	0.224430174
428	0.2244204146
429	0.2244076656
430	0.2243963132
431	0.2243876606
432	0.2243680923
433	0.2243521823
434	0.2243478527
435	0.2243446348
436	0.2243299059
437	0.2243180506
438	0.2243063541
439	0.2242981211
440	0.2242787658
441	0.2242759531
442	0.2242583853
443	0.224249958
444	0.2242441655
445	0.2242268514
446	0.2242176496
447	0.2242071838
448	0.2241946079
449	0.2241787381
450	0.2241732127
451	0.2241694427
452	0.224157694
453	0.2241458179
454	0.2241414073
455	0.2241308998
456	0.2241186539
457	0.224116978
458	0.2241096946
459	0.2240909491
460	0.2240787291
461	0.2240572248
462	0.2240509027
463	0.2240354615
464	0.224016184
465	0.2240088619
466	0.2239988343
467	0.2239933459
468	0.2239889358
469	0.2239793171
470	0.2239539503
471	0.2239314512
472	0.223925723
473	0.2239133354
474	0.2238932129
475	0.2238895582
476	0.2238658052
477	0.2238441205
478	0.2238364698
479	0.2238075481
480	0.2237836327
481	0.2237648001
482	0.2237566001
483	0.2237378608
484	0.223725624
485	0.2237088549
486	0.2236953545
487	0.2236907904
488	0.2236753247
489	0.2236628233
490	0.2236502337
491	0.2236447836
492	0.2236236342
493	0.2236216853
494	0.2235994814
495	0.2235964074
496	0.2235798501
497	0.2235636424
498	0.2235454384
499	0.2235289017
500	0.2235203215
501	0.2235052941
502	0.2234953391
503	0.2234810651
504	0.223473804
505	0.2234718077
506	0.2234663013
507	0.2234497121
508	0.2234380118
509	0.2234242019
510	0.2234127485
511	0.22339413
512	0.2233923251
513	0.2233777292
514	0.2233545508
515	0.2233507797
516	0.223335443
517	0.2233250296
518	0.2233117567
519	0.2232940846
520	0.2232705723
521	0.2232601412
522	0.2232460112
523	0.2232269138
524	0.2232163155
525	0.2232091403
526	0.2231886497
527	0.2231792904
528	0.2231611534
529	0.2231441518
530	0.2231243689
531	0.2231026348
532	0.2230975241
533	0.2230778764
534	0.2230592579
535	0.2230417858
536	0.2230118572
537	0.2229978855
538	0.2229758905
539	0.2229656518
540	0.2229568959
541	0.2229358742
542	0.222929159
543	0.2229154832
544	0.2229057697
545	0.2228919809
546	0.2228882005
547	0.2228801613
548	0.2228620741
549	0.2228530397
550	0.2228345711
551	0.2228269918
552	0.222815229
553	0.222801409
554	0.2227832312
555	0.2227587609
556	0.22275046
557	0.2227471247
558	0.2227288078
559	0.2227221201
560	0.2226980703
561	0.2226937303
562	0.2226790427
563	0.2226730122
564	0.2226603627
565	0.2226480711
566	0.2226410023
567	0.2226290881
568	0.2226101109
569	0.2226062894
570	0.2226029134
571	0.2225907117
572	0.2225805362
573	0.2225579902
574	0.2225509442
575	0.2225433223
576	0.2225320958
577	0.2225198373
578	0.2225022183
579	0.2224984297
580	0.2224933493
581	0.2224752418
582	0.2224676279
583	0.2224555631
584	0.2224372045
585	0.2224350414
586	0.2224265378
587	0.2224265501
588	0.222416217
589	0.2224084116
590	0.2224047698
591	0.2223916853
592	0.2223744025
593	0.2223707909
594	0.2223599837
595	0.2223564854
596	0.2223481746
597	0.2223327848
598	0.2223203889
599	0.2223119067
600	0.2223054172
601	0.2222971654
602	0.2222828596
603	0.2222744561
604	0.2222661209
605	0.2222477776
606	0.2222191767
607	0.2221977438
608	0.2221727783
609	0.2221529909
610	0.2221344771
611	0.2221283175
612	0.222113646
613	0.2221093769
614	0.2220950398
615	0.2220770505
616	0.2220695799
617	0.2220642557
618	0.2220457265
619	0.2220375794
620	0.2220218414
621	0.2220112887
622	0.2220015269
623	0.2219874669
624	0.2219746675
625	0.2219557233
626	0.2219516616
627	0.2219485946
628	0.2219310981
629	0.2219094764
630	0.2219050529
631	0.2218959593
632	0.2218932163
633	0.2218626218
634	0.221857678
635	0.2218506833
636	0.2218383764
637	0.2218304384
638	0.2218176758
639	0.2218115425
640	0.2218060151
641	0.2217845729
642	0.2217709436
643	0.2217645532
644	0.2217545642
645	0.2217519275
646	0.221744611
647	0.2217298989
648	0.2217168076
649	0.2217129728
650	0.221699506
651	0.2216860784
652	0.2216765535
653	0.2216678152
654	0.2216553787
655	0.2216513641
656	0.221635385
657	0.2216139496
658	0.2215835724
659	0.2215693778
660	0.2215608053
661	0.2215543542
662	0.2215513532
663	0.2215322952
664	0.2215147684
665	0.2215078121
666	0.2214996445
667	0.2214879384
668	0.2214853092
669	0.2214649655
670	0.2214581006
671	0.2214523544
672	0.2214447146
673	0.2214360221
674	0.2214306061
675	0.2214266531
676	0.2214180414
677	0.2214113707
678	0.2214033554
679	0.2213945229
680	0.2213721663
681	0.2213623354
682	0.2213550029
683	0.2213431282
684	0.2213271555
685	0.2213165017
686	0.2213063083
687	0.221295534
688	0.2212807053
689	0.2212787255
690	0.2212726568
691	0.221268996
692	0.2212611951
693	0.2212595636
694	0.2212512882
695	0.2212472349
696	0.2212346788
697	0.2212215311
698	0.22122062
699	0.2212115387
700	0.2212027409
701	0.2211879615
702	0.2211691843
703	0.2211555813
704	0.2211508717
705	0.2211368323
706	0.2211253617
707	0.2211140149
708	0.2211041791
709	0.2210950764
710	0.2210701875
711	0.2210618911
712	0.2210591538
713	0.2210444751
714	0.2210318235
715	0.2210192937
716	0.2210145366
717	0.2210097627
718	0.2210048845
719	0.2209878606
720	0.2209878893
721	0.2209728782
722	0.2209617205
723	0.220955399
724	0.2209418652
725	0.2209364415
726	0.2209302035
727	0.2209207491
728	0.2209054004
729	0.2209008594
730	0.2208889431
731	0.2208789165
732	0.2208707915
733	0.2208653079
734	0.2208542812
735	0.2208439344
736	0.2208359874
737	0.2208318981
738	0.2208197528
739	0.2208097068
740	0.2207938001
741	0.220788334
742	0.2207805153
743	0.2207652579
744	0.2207565807
745	0.2207509464
746	0.2207464707
747	0.2207330342
748	0.2207268842
749	0.2207160414
750	0.2207084606
751	0.2206998907
752	0.2206858343
753	0.2206641186
754	0.2206522453
755	0.2206480727
756	0.2206401533
757	0.2206276685
758	0.2206233244
759	0.2206131139
760	0.2206085438
761	0.220600638
762	0.2205735491
763	0.2205670648
764	0.2205574715
765	0.2205407025
766	0.220525629
767	0.2205124265
768	0.2205063443
769	0.2204961601
770	0.2204734701
771	0.2204601165
772	0.2204460618
773	0.2204357962
774	0.2204148444
775	0.2204034321
776	0.2203910991
777	0.220379377
778	0.220374588
779	0.2203563919
780	0.2203515971
781	0.220341428
782	0.220330375
783	0.2203201901
784	0.220305633
785	0.2202940302
786	0.2202902839
787	0.2202850441
788	0.220278991
789	0.2202669608
790	0.2202517819
791	0.2202272376
792	0.2202186899
793	0.2202141838
794	0.220212202
795	0.220199268
796	0.2201798411
797	0.220176836
798	0.2201649133
799	0.2201598714
800	0.2201497111
801	0.2201351199
802	0.2201228716
803	0.2201144507
804	0.2201060323
805	0.2201020634
806	0.2200989383
807	0.2200943289
808	0.2200904901
809	0.2200792666
810	0.2200624532
811	0.2200468647
812	0.2200405897
813	0.2200341584
814	0.2200215334
815	0.2200176234
816	0.2200059443
817	0.2200003341
818	0.2199817083
819	0.2199568513
820	0.2199504509
821	0.2199414008
822	0.2199327873
823	0.2199217521
824	0.2199067039
825	0.2199024543
826	0.2198908859
827	0.219880743
828	0.2198678932
829	0.21985589
830	0.2198375535
831	0.2198312035
832	0.2198148012
833	0.2198116383
834	0.2198066847
835	0.2197918372
836	0.2197882733
837	0.2197697743
838	0.219763079
839	0.2197580952
840	0.2197422617
841	0.2197216459
842	0.2197183065
843	0.2196975685
844	0.2196872361
845	0.2196755442
846	0.2196723907
847	0.2196702519
848	0.2196537899
849	0.2196373217
850	0.2196239358
851	0.2196204951
852	0.2196132199
853	0.2196070857
854	0.219605331
855	0.2195993982
856	0.2195939173
857	0.2195836815
858	0.21956889
859	0.2195549537
860	0.2195433212
861	0.219529597
862	0.2195248504
863	0.2195189778
864	0.219510524
865	0.2195065848
866	0.219492369
867	0.2194733646
868	0.2194645061
869	0.2194608584
870	0.2194516992
871	0.2194450415
872	0.2194276525
873	0.2194072506
874	0.2194024173
875	0.2193935393
876	0.2193751901
877	0.2193591135
878	0.2193434608
879	0.2193415082
880	0.2193255064
881	0.2193228432
882	0.2193190218
883	0.2193141989
884	0.2193039302
885	0.219295761
886	0.2192809325
887	0.2192651093
888	0.2192515109
889	0.2192464322
890	0.2192363221
891	0.2192310402
892	0.2192272843
893	0.2192227434
894	0.219217305
895	0.2192144641
896	0.2192050106
897	0.219199306
898	0.2191893547
899	0.2191685968
900	0.2191617746
901	0.2191435922
902	0.2191330903
903	0.2191261914
904	0.2191189655
905	0.2191173351
906	0.2191147656
907	0.2191054995
908	0.2191051746
909	0.219096565
910	0.2190910343
911	0.2190751007
912	0.2190686159
913	0.2190546632
914	0.2190456307
915	0.2190441254
916	0.219034981
917	0.2190287183
918	0.2190135417
919	0.2190065714
920	0.2189994476
921	0.2189976438
922	0.2189918175
923	0.2189750451
924	0.2189702404
925	0.218964156
926	0.2189592761
927	0.2189508345
928	0.218948031
929	0.218932131
930	0.2189278763
931	0.2189096132
932	0.2188901849
933	0.2188800487
934	0.2188772423
935	0.2188634007
936	0.2188530428
937	0.2188388437
938	0.2188191466
939	0.2188135812
940	0.2188070959
941	0.2187999388
942	0.2187904925
943	0.2187841555
944	0.2187700015
945	0.2187632114
946	0.2187555513
947	0.2187477921
948	0.2187348805
949	0.2187322166
950	0.2187187204
951	0.2187060724
952	0.21869112
953	0.218683957
954	0.2186770393
955	0.2186625054
956	0.2186431766
957	0.2186273688
958	0.2186197962
959	0.2185984203
960	0.2185870736
961	0.2185764218
962	0.2185607112
963	0.2185498373
964	0.2185476717
965	0.2185380654
966	0.2185240912
967	0.2185127855
968	0.2185066314
969	0.218493732
970	0.2184890744
971	0.2184840075
972	0.2184786158
973	0.2184780258
974	0.2184742707
975	0.2184694327
976	0.2184689416
977	0.2184671276
978	0.2184521484
979	0.2184460118
980	0.2184332962
981	0.2184223663
982	0.2184115879
983	0.2183966474
984	0.2183900034
985	0.2183756622
986	0.2183690691
987	0.2183598434
988	0.2183556704
989	0.2183498924
990	0.2183468825
991	0.2183332998
992	0.2183302775
993	0.2183228629
994	0.2183199664
995	0.2183149107
996	0.2183080856
997	0.2183029069
998	0.2182891374
999	0.2182736648
